Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
19,60,6,48,88,34,57,19
20,19,87,24,90,40,57,10
77,54,6,28,66,29,51,72
41,12,89,91,71,52,60,80
77,3,61,54,99,90,87,51
81,57,23,30,25,41,92,83
64,24,30,22,7,23,76,59
4,10,93,39,35,69,18,38
70,1,63,79,15,54,58,8
54,29,10,80,14,91,69,54
93,54,37,3,86,80,39,71
23,59,9,62,28,1,78,15
53,57,60,8,81,76,11,42
42,8,56,50,9,38,60,59
37,57,45,55,58,58,39,73
65,21,11,35,39,3,59,40
29,78,77,9,88,79,38,34
82,10,44,25,59,98,37,42
80,55,62,37,33,3,79,89
88,23,19,99,34,41,83,84
89,48,99,50,65,22,36,90
10,14,84,3,73,22,68,99
86,71,31,79,51,76,24,16
22,99,17,90,93,39,36,73
6,14,38,68,59,53,27,55
56,86,55,77,37,79,81,94
44,67,7,20,45,84,82,13
53,86,33,83,56,76,96,69
4,98,93,40,10,83,30,60
32,4,31,53,26,96,12,24
12,19,80,66,56,74,30,56
24,97,86,55,84,57,30,77
20,18,79,21,6,29,95,72
72,52,33,57,85,59,56,69
32,20,62,92,70,87,76,1
47,86,92,63,55,77,29,89
92,23,10,25,73,24,95,65
59,42,12,41,11,45,57,49
71,64,80,47,13,15,99,66
91,51,85,25,78,91,69,28
33,40,42,61,64,98,22,75
72,76,4,65,71,90,27,62
23,21,80,91,23,58,1,79
67,60,68,55,72,65,62,97
4,66,21,20,73,16,89,29
66,50,32,45,46,51,18,64
26,26,71,16,73,86,24,1
50,77,10,73,60,45,74,56
87,51,84,5,59,26,34,62
23,49,70,54,53,92,70,46
62,92,21,18,26,37,1,96
78,99,76,97,4,58,82,74
10,26,9,79,88,45,85,62
83,69,70,3,60,34,73,32
37,33,64,3,4,70,48,53
66,59,16,76,6,77,8,21
36,71,85,14,78,26,1,99
36,22,3,20,43,59,48,17
97,24,94,61,81,94,23,52
74,64,46,36,73,16,69,99
22,8,37,3,82,20,46,11
46,98,18,18,17,29,7,17
65,64,67,3,58,77,16,58
87,86,48,79,30,4,91,35
32,97,41,48,33,46,45,50
84,97,7,38,34,87,7,6
28,7,62,80,63,38,66,26
44,82,50,61,57,79,89,92
15,69,99,19,96,9,92,86
75,75,24,18,33,8,43,61
22,71,30,50,25,50,66,15
36,19,50,59,64,71,70,16
54,63,24,85,2,65,28,68
11,6,75,48,63,47,41,46
44,68,37,96,3,50,34,45
17,23,92,91,71,16,52,92
25,49,51,77,65,43,54,22
2,8,15,31,49,85,33,6
60,68,35,84,27,82,32,54
63,53,30,28,5,6,99,60
46,41,24,44,68,62,97,71
52,12,13,9,31,29,14,23
68,46,5,76,18,72,44,1
11,27,35,28,72,73,18,84
89,70,72,79,73,48,84,79
19,11,58,80,90,65,11,23
56,86,60,87,29,93,85,80
57,24,23,38,84,24,19,49
47,10,14,28,71,53,69,47
78,53,71,75,2,81,39,10
60,87,10,8,38,81,58,59
79,29,69,77,22,16,8,68
88,82,87,12,70,90,70,83
74,93,94,56,26,98,77,80
67,34,49,47,94,8,16,50
75,2,85,85,56,85,50,84
61,79,63,72,90,7,42,17
64,18,65,43,38,44,74,7
79,45,2,72,16,42,50,42
8,5,61,68,48,49,26,63
81,86,82,11,35,52,18,38
47,10,45,12,17,59,26,98
44,2,42,12,69,14,26,46
33,35,59,21,91,55,23,90
74,18,95,98,93,1,47,28
19,16,73,81,10,15,33,4
56,90,17,89,80,53,81,80
61,75,36,51,73,28,73,68
55,8,32,94,58,52,89,68
78,34,3,15,33,83,23,74
4,98,47,32,55,84,80,47
91,22,7,68,17,17,6,41
8,8,62,42,53,56,12,26
10,80,65,36,94,39,1,74
5,93,94,75,94,15,2,70
59,86,4,63,77,54,27,31
28,65,55,7,63,69,1,43
1,60,98,16,16,23,86,82
6,31,46,73,17,25,4,15
2,59,41,9,20,52,40,45
84,41,66,2,48,68,50,44
85,11,67,18,84,65,41,37
31,28,9,52,14,59,44,87
7,93,50,69,10,23,99,77
87,58,87,75,7,10,92,51
65,98,2,96,28,36,36,47
88,96,42,89,24,34,52,59
57,20,19,99,68,18,43,4
64,50,64,19,70,95,6,90
78,98,68,65,83,88,20,49
52,80,84,54,9,23,45,15
4,1,23,23,7,77,5,39
48,19,98,17,26,68,60,34
70,40,56,62,61,20,26,36
3,50,70,69,36,15,9,76
37,74,75,46,51,7,85,7
56,80,83,80,31,75,1,38
53,90,55,95,15,9,28,18
63,72,75,22,79,32,84,51
54,54,67,57,17,98,36,94
63,81,91,63,46,13,97,18
43,63,5,17,81,79,38,20
33,93,63,84,22,3,93,95
84,78,7,74,73,3,16,65
21,26,88,57,25,38,28,30
92,51,72,39,53,61,94,90
68,5,33,69,66,88,30,95
42,94,28,48,98,6,32,71
68,33,23,69,46,71,24,54
47,50,1,88,81,84,39,89
87,66,90,4,88,51,27,12
61,43,82,71,9,72,97,97
23,62,29,96,48,93,94,96
9,52,47,20,22,43,14,3
4,64,39,41,96,63,62,45
64,79,21,34,39,83,5,29
53,55,61,45,92,14,75,27
74,51,17,20,69,5,50,7
66,22,66,11,25,74,10,1
65,90,87,37,52,45,81,67
11,12,3,35,85,98,24,36
91,14,76,37,92,1,39,54
37,13,47,3,15,70,27,9
23,30,98,70,4,93,51,52
49,76,80,61,10,18,73,24
33,71,41,73,5,5,25,82
86,60,91,54,59,93,56,37
93,39,32,55,59,77,72,50
15,32,36,92,90,96,52,80
37,57,69,71,23,26,25,62
6,82,43,45,34,70,37,22
78,89,57,74,31,54,98,9
37,52,84,33,14,12,99,62
32,79,1,41,75,23,58,33
84,76,28,76,15,31,65,59
69,69,67,83,77,47,36,94
18,84,15,24,6,74,13,72
60,65,49,48,73,45,17,57
98,74,96,16,45,18,60,86
70,14,24,47,85,55,25,3
53,50,78,1,73,13,29,28
79,65,37,62,22,5,78,25
27,15,70,67,34,27,18,58
61,48,76,32,77,64,82,98
23,90,38,29,10,17,89,27
33,3,96,11,3,3,96,14
54,49,77,15,19,57,32,1
6,21,79,16,30,92,26,85
42,58,4,63,70,93,96,92
92,78,79,8,70,32,20,55
49,78,71,53,56,93,78,76
15,99,81,9,53,17,39,65
88,31,57,16,59,60,5,7
21,20,69,86,1,71,38,68
15,75,46,20,2,31,63,10
7,58,52,41,13,40,20,86
22,17,39,87,47,67,57,46
19,52,8,89,75,55,41,89
89,77,79,85,72,76,56,44
75,79,97,5,9,59,17,26
46,65,48,80,62,86,31,10
29,48,45,67,85,47,93,81
29,46,55,56,94,48,51,69
31,16,16,56,53,13,63,3
88,27,46,29,83,32,59,89
22,23,13,47,39,3,13,4
26,88,26,20,32,2,74,49
57,45,47,18,27,58,87,98
54,38,14,34,5,18,10,60
95,44,2,86,93,43,98,50
53,22,64,65,99,39,75,80
52,65,72,43,94,64,29,39
2,74,69,21,10,50,82,77
65,78,71,54,15,86,1,64
38,18,83,85,87,54,9,90
22,88,42,88,89,75,49,62
7,59,58,95,60,10,11,44
49,25,98,35,39,44,97,39
38,98,57,57,87,60,54,51
23,3,48,31,12,4,82,48
4,29,10,80,90,75,40,66
71,53,32,55,48,92,13,32
89,21,89,5,18,19,32,59
31,86,80,19,48,44,83,31
17,41,67,52,26,14,14,71
54,82,89,50,90,78,39,9
73,39,66,79,89,38,9,51
35,24,20,15,16,2,99,1
59,6,78,63,44,45,9,29
34,5,60,5,58,83,79,71
43,2,39,36,64,45,9,87
8,93,54,40,35,22,52,73
34,85,60,53,14,93,83,90
80,43,6,37,43,28,50,57
4,71,91,19,40,72,95,60
41,95,84,87,88,20,30,78
13,93,9,39,61,96,58,24
9,75,59,63,77,33,38,94
16,18,76,63,65,7,96,33
75,57,75,30,13,11,2,22
92,4,27,52,82,74,13,30
7,49,91,9,27,56,8,44
67,39,87,17,87,49,10,73
44,49,9,74,60,52,77,2
28,13,80,52,77,22,46,86
77,71,94,90,26,68,69,84
93,26,80,48,96,90,59,62
16,28,47,89,59,34,32,52
87,97,53,31,49,85,18,63
54,64,69,49,59,89,73,71
39,70,6,80,64,95,16,83
97,80,88,87,85,2,81,20
78,35,42,33,90,93,43,3
44,51,45,23,53,21,23,75
18,49,31,4,35,92,82,71
93,59,36,92,45,78,35,68
74,19,61,20,27,87,17,22
64,13,35,10,82,70,36,79
49,74,5,62,80,63,94,85
21,78,57,23,92,52,54,13
32,45,51,45,50,48,52,72
54,31,42,35,28,16,89,60
96,50,46,14,95,27,71,33
61,49,7,43,63,97,90,80
86,39,23,97,81,8,6,42
83,29,55,78,13,5,14,78
58,20,78,48,61,80,79,39
71,52,43,76,86,33,88,89
5,11,71,63,4,34,69,95
13,15,95,84,18,4,23,65
53,69,91,39,56,98,64,55
91,82,28,92,17,38,66,95
15,40,91,65,81,64,73,57
21,9,20,17,51,74,97,71
20,16,19,36,10,30,52,35
22,82,78,93,96,94,98,27
46,8,90,94,62,7,64,93
45,12,93,35,18,45,20,77
75,36,23,39,35,52,91,28
43,95,40,8,68,60,97,62
81,28,3,47,11,73,39,65
44,20,26,80,32,62,78,83
26,63,72,73,58,3,74,18
33,55,41,19,16,97,10,32
1,15,58,64,75,54,54,4
5,59,93,6,1,90,54,71
66,28,74,37,87,49,85,38
62,68,21,67,61,20,58,37
76,69,12,14,63,84,27,35
9,11,24,80,8,55,3,20
35,95,11,10,97,90,60,32
64,7,87,42,48,16,43,94
59,31,74,15,6,87,92,2
98,85,11,79,10,2,64,20
24,76,56,65,22,75,43,13
16,45,67,40,93,14,64,85
43,32,54,83,9,98,90,86
12,32,27,16,42,32,33,19
96,64,42,5,62,21,39,80
54,22,73,73,94,77,31,56
90,76,3,31,44,95,14,11
20,96,4,69,40,97,46,3
6,19,74,75,93,11,56,50
52,81,76,3,47,33,43,72
90,40,36,11,88,46,89,56
2,11,32,10,53,19,32,88
61,79,99,98,57,92,86,85
35,2,59,7,80,59,4,78
24,25,59,16,36,29,11,61
7,97,58,31,70,49,27,59
64,73,83,44,10,40,76,77
21,77,8,92,5,45,79,13
57,92,3,30,68,54,67,86
93,30,48,16,85,52,64,10
15,36,30,84,37,6,35,9
57,26,11,86,62,27,4,35
18,1,75,71,10,66,79,32
95,66,68,93,41,27,46,50
58,77,34,81,55,7,95,71
7,9,7,6,43,85,54,71
38,4,7,79,93,29,19,8
90,67,11,30,95,9,36,7
40,99,71,42,34,22,49,12
21,67,38,97,71,72,68,45
3,37,49,96,66,38,17,4
85,39,74,90,17,56,55,6
79,5,57,70,26,83,38,40
55,95,75,70,58,22,64,35
5,40,57,71,63,27,21,24
88,60,84,85,68,47,5,76
64,11,78,68,89,48,72,69
18,37,24,84,80,86,9,89
41,90,65,13,24,52,39,87
16,32,72,94,54,53,17,27
50,48,86,5,67,2,29,85
33,60,89,23,26,26,95,98
54,33,79,11,70,5,45,52
71,27,15,74,58,90,58,18
29,72,1,46,10,3,71,84
88,6,19,59,89,1,21,14
80,83,85,26,44,9,24,63
17,12,60,78,57,96,56,99
1,93,58,53,14,82,40,44
71,75,69,47,82,57,7,36
14,77,7,6,31,93,79,74
34,59,36,56,90,82,40,16
16,84,38,67,90,10,58,34
65,86,62,78,34,24,28,11
42,56,1,8,33,15,88,77
87,60,89,28,57,40,88,84
79,11,86,11,97,97,4,12
34,42,91,16,70,82,96,81
46,6,24,74,82,47,70,1
43,88,11,60,59,60,8,59
22,43,74,97,30,86,63,47
35,80,31,7,69,18,22,50
7,99,48,84,85,82,65,10
96,1,38,57,44,28,12,2
75,84,61,52,52,34,71,75
60,48,97,18,68,48,21,46
50,9,13,34,46,15,85,90
91,87,15,36,22,4,31,33
8,6,68,10,78,1,15,33
61,32,66,4,31,56,95,33
83,68,1,20,96,11,5,80
70,97,72,89,19,60,48,54
93,48,32,98,44,69,72,84
99,98,57,36,55,79,28,67
24,33,42,40,53,67,47,1
7,80,76,65,74,76,37,24
87,52,91,32,4,72,25,23
31,28,87,43,36,8,6,49
70,32,70,96,6,29,78,54
20,56,96,7,23,37,26,47
13,14,56,40,77,64,53,91
53,83,38,20,55,56,81,52
61,33,8,21,27,28,63,72
70,79,16,13,3,76,98,55
36,97,94,73,66,53,8,82
49,60,71,5,15,8,67,92
75,12,72,94,6,31,69,12
34,74,28,40,66,40,55,54
55,24,62,23,82,33,51,20
75,32,49,91,67,5,98,65
74,60,55,40,22,75,76,76
73,74,52,23,18,84,49,79
95,9,57,52,89,52,58,4
35,22,10,85,12,62,82,60
43,75,9,99,40,1,94,41
4,40,48,91,22,65,13,70
92,84,71,95,18,81,38,45
99,47,8,6,83,35,40,17
46,6,31,87,82,43,22,71
89,4,9,3,97,54,32,39
2,86,69,45,59,91,15,8
71,12,32,5,91,87,77,68
13,2,74,14,63,1,58,53
85,37,82,29,24,54,75,44
24,60,81,30,69,84,79,60
34,83,18,50,57,68,61,58
28,50,92,10,53,46,56,70
76,88,18,48,56,56,6,38
18,82,35,3,28,47,53,86
15,26,18,71,93,22,6,57
11,73,4,18,95,69,18,12
9,34,65,3,18,87,5,29
59,62,82,70,57,37,1,92
29,48,35,12,3,95,62,92
78,88,88,40,15,99,87,79
72,43,11,50,78,34,2,72
25,63,5,27,38,5,22,81
3,57,63,9,99,58,79,66
81,13,37,58,94,33,5,67
33,34,14,17,63,57,36,45
64,44,41,98,1,71,98,63
50,62,84,19,3,8,72,23
47,21,97,7,43,26,2,97
93,73,79,97,74,81,13,89
44,85,31,2,36,41,98,78
37,65,60,44,78,2,22,83
57,41,4,40,84,98,59,82
84,58,70,42,94,63,69,30
1,54,89,3,12,12,24,64
66,64,57,80,12,17,92,44
46,64,34,7,80,70,71,35
88,2,58,47,70,16,47,45
33,53,93,6,91,11,33,75
77,97,81,44,92,99,57,74
17,24,78,55,22,42,93,2
28,54,65,7,88,92,36,45
30,14,22,30,52,91,47,76
33,35,63,87,65,70,50,15
7,40,25,87,96,89,39,79
24,21,31,39,98,94,11,11
73,76,82,51,4,35,7,52
59,54,8,18,93,43,30,41
44,20,52,43,92,98,63,27
47,86,22,78,13,21,31,71
61,36,63,17,92,71,1,52
53,92,25,17,57,80,32,62
99,28,84,85,66,3,85,7
53,28,99,38,97,17,88,77
49,90,37,71,15,70,60,80
86,12,78,3,16,88,3,82
48,71,69,92,79,91,42,80
67,8,19,23,63,54,35,16
72,29,99,68,41,2,45,57
87,1,25,18,69,64,88,91
38,33,65,59,75,1,91,27
94,78,52,26,42,52,50,3
84,12,3,42,26,91,64,6
63,86,18,61,96,11,61,56
55,15,45,79,2,40,46,74
93,37,41,47,68,54,41,99
29,14,87,90,97,97,22,70
42,18,80,81,53,4,19,48
23,20,11,89,67,84,4,9
58,7,59,15,70,83,67,13
14,41,63,49,49,35,88,30
66,59,88,36,1,23,25,76
59,16,55,11,45,16,7,39
29,94,9,73,85,23,79,38
98,64,84,90,93,81,21,95
42,90,80,47,86,24,34,49
20,64,23,30,65,36,99,28
87,23,10,49,27,75,88,41
95,40,97,9,53,98,94,74
50,13,7,64,18,23,17,70
67,14,3,7,6,43,96,85
85,33,90,62,73,10,22,24
73,20,85,18,63,99,73,94
94,26,77,22,50,85,61,23
24,78,56,25,75,49,23,69
86,29,60,97,84,42,19,88
42,36,41,42,22,39,59,84
79,5,63,52,93,94,97,56
38,30,2,12,72,39,44,13
30,6,29,10,79,65,24,76
18,81,74,33,22,24,67,77
88,35,63,2,53,23,71,98
52,23,3,48,58,83,59,49
48,64,63,50,13,32,33,54
75,62,83,56,71,24,8,88
9,19,48,87,67,87,78,67
36,60,26,33,60,48,88,44
14,91,47,86,22,89,64,77
47,58,66,37,57,34,10,1
82,58,85,76,86,13,52,53
79,3,94,12,22,45,41,93
55,86,83,41,10,9,96,97
54,3,72,16,4,11,14,84
58,77,80,71,69,51,47,85
47,59,27,74,18,49,33,9
67,30,66,83,20,25,53,41
32,39,2,76,46,74,97,78
4,17,11,29,83,10,2,91
70,16,9,5,73,56,48,52
81,6,86,39,74,90,30,70
58,58,64,44,50,45,57,89
42,15,51,88,21,81,34,1
51,1,66,63,57,68,19,42
14,28,26,36,5,10,80,79
83,72,16,53,96,80,99,15
97,84,1,97,12,35,98,24
54,16,99,3,2,82,4,57
49,30,21,68,38,42,85,30
20,96,36,29,45,88,43,49
87,37,49,30,58,29,25,40
85,95,26,58,7,79,32,26
20,34,7,76,16,35,41,78
83,34,60,21,76,28,24,21
48,24,65,6,25,82,25,25
86,82,51,56,44,66,82,8
47,15,59,86,79,45,94,18
36,86,97,56,9,95,54,76
72,65,25,97,14,2,33,33
72,18,66,98,98,27,59,92
80,32,58,56,48,58,54,28
14,48,47,2,41,57,79,59
81,38,40,25,48,21,6,84
66,60,42,15,84,30,45,25
78,83,1,24,53,51,56,35
64,3,6,98,69,55,88,16
37,88,94,12,53,52,81,45
84,34,58,82,64,30,66,63
73,65,10,39,1,60,86,36
39,49,57,95,35,5,51,81
1,97,15,10,83,77,8,65
7,35,25,50,47,57,80,44
76,11,9,3,37,88,66,52
82,71,1,31,83,16,11,3
26,85,85,17,70,59,75,81
14,30,1,1,82,52,57,92
64,56,72,73,76,92,57,69
92,19,27,89,72,94,39,19
3,18,44,24,25,55,9,53
99,99,17,21,63,55,97,95
29,26,80,57,5,81,99,22
15,42,7,18,44,38,99,7
15,12,61,48,50,58,64,87
3,7,51,14,83,75,89,93
16,90,17,76,20,59,17,77
62,71,54,53,90,10,79,63
52,13,43,58,8,9,41,80
88,18,86,87,78,71,47,18
20,4,76,31,21,14,40,84
10,82,3,55,8,89,63,58
79,25,91,92,40,21,46,40
62,68,19,91,49,81,75,36
95,60,17,23,15,89,84,47
60,4,55,23,73,78,16,46
9,80,34,50,73,7,67,10
41,72,60,73,35,9,77,71
93,91,84,32,34,84,73,55
94,34,88,74,93,88,57,65
50,84,75,56,55,20,45,17
75,29,17,91,99,23,45,50
28,21,85,3,30,94,65,91
82,28,52,53,47,62,40,9
38,19,37,43,70,58,35,60
57,1,94,86,27,29,33,76
93,2,41,57,4,26,85,10
61,9,41,1,9,17,86,13
21,71,50,6,50,28,59,9
32,80,63,79,21,13,80,90
77,73,30,14,34,19,47,85
57,4,41,69,9,8,61,11
24,67,30,10,61,47,60,82
58,26,98,30,29,45,41,37
48,64,21,69,10,10,83,32
12,42,55,75,98,74,85,41
85,72,10,22,67,42,53,18
27,26,35,26,66,47,91,67
50,13,41,86,69,39,93,49
62,78,39,83,82,87,9,56
86,95,87,24,99,66,96,33
89,9,42,84,1,1,2,84
57,34,90,71,9,21,62,20
18,32,30,44,28,80,8,66
80,91,50,67,67,10,2,67
92,73,8,99,60,44,34,22
91,65,80,69,13,59,44,69
13,30,9,77,17,89,63,12
66,24,70,59,95,45,91,54
24,35,11,83,32,54,81,58
59,45,72,16,73,63,53,91
6,31,74,20,24,58,39,14
85,86,51,3,69,98,21,23
1,12,47,47,16,58,16,25
84,7,90,9,65,39,7,30
75,18,59,62,24,35,35,41
84,76,43,26,25,21,20,9
63,91,13,6,43,80,8,53
54,34,79,98,69,41,21,89
17,20,20,84,81,69,55,89
5,80,85,39,32,31,57,39
37,73,37,62,57,99,89,10
68,47,50,23,39,31,55,58
4,70,20,88,75,41,89,77
84,97,83,40,97,63,58,78
46,70,94,57,32,4,19,21
46,82,39,81,17,83,17,29
41,7,57,3,85,41,19,86
62,60,60,19,69,26,15,8
25,85,98,45,13,8,83,73
62,36,50,38,29,51,22,71
42,76,26,10,2,11,88,29
97,67,13,40,30,54,18,80
86,75,39,40,64,55,38,43
92,80,3,67,30,72,82,17
55,37,87,40,65,54,43,3
32,74,92,10,28,51,8,49
47,17,17,1,53,93,26,95
23,80,10,92,11,92,76,33
43,63,63,29,68,51,71,80
41,76,41,15,85,10,48,82
59,64,72,44,5,79,46,96
88,79,26,33,2,60,16,6
41,85,68,7,35,66,42,15
38,89,81,41,51,8,85,78
60,17,36,94,4,57,38,25
29,91,73,23,74,28,12,61
78,91,64,65,29,31,55,48
1,59,64,47,61,34,44,81
86,80,3,30,68,60,9,68
47,18,4,80,68,20,99,24
96,1,17,67,36,65,69,93
40,73,11,1,53,13,61,69
99,32,10,88,27,99,19,3
42,35,93,77,93,40,3,65
22,94,83,19,33,45,27,81
52,26,70,41,97,67,19,1
26,90,26,89,25,5,47,64
3,97,23,50,90,10,97,43
73,27,99,4,74,91,74,82
25,48,61,40,66,55,56,41
23,89,68,44,18,56,27,97
56,52,94,47,59,16,96,30
46,13,66,42,49,13,61,93
36,10,22,82,42,37,39,89
19,11,39,60,83,33,25,73
27,57,67,85,84,25,19,1
42,55,82,54,93,59,3,56
13,65,71,76,13,27,38,38
72,27,83,74,39,74,49,87
73,35,23,51,23,31,75,97
86,33,91,6,82,7,34,87
56,12,90,33,18,47,52,97
94,55,86,60,32,32,81,19
21,69,61,68,53,71,60,70
53,1,81,93,68,39,20,51
33,48,36,4,69,42,87,88
10,98,4,17,71,14,23,86
39,14,16,18,62,78,84,88
52,41,71,89,17,88,77,66
48,35,59,72,62,14,59,59
47,99,15,38,43,78,95,37
13,26,48,2,89,18,20,59
91,28,45,30,3,88,51,30
78,66,21,83,39,47,8,82
96,73,55,5,9,93,1,42
67,20,39,74,97,3,88,33
64,60,7,70,68,78,35,99
65,8,94,17,54,17,12,53
78,67,77,10,34,49,59,66
56,31,89,39,27,42,35,53
28,28,20,25,59,66,99,77
89,29,17,50,32,6,86,51
45,55,4,38,66,38,36,60
1,7,58,55,15,79,59,93
7,94,70,24,29,84,69,37
67,23,66,97,45,64,69,88
34,93,22,74,93,43,22,33
63,16,31,49,75,42,95,87
73,33,64,6,62,7,28,90
9,24,47,38,30,48,74,9
66,90,93,26,30,50,43,56
8,32,19,30,97,28,48,93
97,71,96,60,74,54,91,66
2,16,46,55,57,92,93,75
39,9,16,23,83,65,61,28
86,42,97,78,71,88,84,43
16,30,62,62,63,56,29,22
73,29,21,94,81,85,82,81
95,59,62,27,8,32,33,22
24,84,61,27,55,28,88,94
60,13,43,33,15,86,23,36
62,48,5,15,78,11,45,18
31,11,38,28,38,66,77,99
56,98,86,99,96,15,3,24
85,28,24,86,76,31,59,20
69,9,97,84,79,53,55,53
57,97,58,21,38,59,89,68
35,33,98,34,1,83,54,83
4,33,61,96,27,51,40,47
65,96,76,45,13,87,8,70
77,27,20,97,9,7,27,75
92,3,86,1,40,20,1,20
56,50,5,90,97,63,15,13
82,4,4,78,90,34,69,79
39,30,88,62,75,56,60,49
78,7,63,99,80,91,11,64
66,26,47,57,50,43,84,98
79,41,25,36,59,62,47,94
7,36,56,79,33,5,3,47
36,23,17,44,20,92,2,79
47,59,46,12,19,70,44,71
80,94,98,46,87,39,30,87
21,38,4,46,7,19,51,58
71,51,27,50,35,69,67,50
9,90,30,71,9,35,19,27
70,38,32,24,10,74,84,49
32,57,74,18,37,45,31,98
67,45,8,89,14,66,22,18
11,22,37,96,24,78,21,17
98,67,57,59,28,83,5,47
17,54,71,56,16,60,17,56
58,65,10,43,88,5,46,78
45,62,63,15,28,1,96,38
65,29,73,26,58,53,76,23
70,52,11,44,33,92,48,40
29,81,78,96,18,89,24,39
50,63,5,10,80,54,43,18
41,87,93,84,97,88,71,96
92,43,1,76,20,61,36,72
88,75,59,22,79,90,88,82
94,4,91,24,83,43,10,77
72,63,83,4,4,43,41,37
6,30,17,38,12,96,50,96
38,10,56,89,28,5,30,22
4,4,62,26,55,85,2,67
42,49,84,84,44,86,6,65
59,62,83,27,87,70,43,49
16,80,55,91,50,31,25,56
43,13,74,84,43,33,96,8
25,57,49,64,1,49,61,25
69,4,44,48,87,69,85,77
27,85,44,12,61,45,33,53
10,61,91,23,84,17,31,14
60,16,36,76,13,96,78,45
28,43,82,44,39,3,51,18
24,57,4,61,54,79,72,20
43,35,50,68,24,86,10,28
99,55,2,78,23,85,81,60
60,63,2,45,19,27,85,95
76,53,57,76,23,26,37,18
85,54,27,90,75,24,81,90
1,26,98,78,10,70,64,35
36,37,86,66,44,14,19,80
62,9,90,59,15,34,17,99
2,6,69,66,28,79,78,70
23,9,51,42,53,39,56,25
99,57,88,39,73,87,70,53
42,77,90,16,61,33,80,3
80,33,87,19,99,52,33,16
95,2,51,91,3,25,65,77
38,43,51,91,71,63,47,37
92,60,39,56,13,21,41,87
36,6,72,53,22,74,85,26
69,22,7,26,42,70,78,2
81,52,27,56,57,91,80,74
65,6,81,72,80,76,12,98
64,46,39,18,18,33,41,3
43,90,94,59,72,40,47,86
99,62,87,21,35,6,50,38
60,75,30,69,67,37,49,63
3,45,86,38,13,25,58,50
83,41,82,44,97,68,16,27
25,13,62,96,99,98,77,88
70,91,82,40,13,30,95,17
59,86,33,44,41,53,25,10
66,31,5,57,94,79,43,86
62,84,9,62,18,81,49,11
67,56,88,31,48,76,57,87
84,61,46,54,53,98,4,65
65,34,16,53,90,26,14,68
77,97,38,10,71,1,28,70
97,83,43,69,8,99,83,48
88,40,40,50,79,29,93,98
4,71,93,99,69,99,80,59
20,85,62,85,42,75,92,85
5,59,98,56,11,8,68,56
12,33,44,34,92,45,23,15
1,40,82,37,48,21,29,66
52,80,13,94,47,90,74,37
42,29,16,50,70,73,9,38
30,1,81,64,65,19,3,77
28,43,99,18,78,79,45,77
84,69,10,12,13,51,5,80
29,75,53,69,48,51,40,50
26,9,25,93,62,51,85,57
82,87,93,87,77,94,73,10
41,66,32,42,10,55,53,56
69,45,62,8,83,38,93,73
90,9,30,95,95,93,12,83
22,31,28,14,7,7,62,12
98,77,57,59,92,39,82,26
66,48,2,28,63,22,95,11
48,20,57,3,51,36,86,43
14,51,94,62,5,88,26,54
79,36,24,74,81,56,59,25
99,85,8,45,11,1,58,98
85,69,89,55,67,21,63,47
17,91,87,43,8,38,37,26
71,63,81,60,58,72,84,91
24,83,52,72,48,70,33,50
29,33,31,32,3,43,83,61
6,83,65,8,1,31,11,81
89,47,50,91,87,15,2,13
5,71,81,67,60,68,27,47
32,63,72,32,55,93,60,65
79,47,71,97,95,3,6,41
59,26,51,2,94,92,37,84
66,52,57,83,8,7,85,86
31,56,21,25,55,96,40,23
37,71,26,82,41,61,67,43
26,35,8,32,94,41,58,73
98,94,90,68,69,34,86,54
79,23,51,36,19,57,47,6
71,85,82,50,49,33,48,67
16,19,7,51,46,25,59,2
66,86,4,25,71,12,62,91
82,1,29,85,86,95,81,51
40,25,94,88,43,7,36,1
89,96,22,96,76,65,40,46
26,18,78,74,22,50,44,46
27,96,90,2,15,64,67,81
37,38,56,45,96,15,11,23
36,74,76,92,71,97,42,20
96,54,28,64,40,77,12,78
50,92,71,97,54,44,98,2
99,38,85,95,24,95,20,92
58,80,91,81,76,80,47,82
96,19,93,14,59,42,76,53
42,24,25,2,64,35,27,53
19,13,47,67,42,19,46,88
56,19,72,27,81,33,89,89
36,18,16,99,6,96,69,73
3,83,16,20,18,91,54,43
33,34,35,23,56,58,58,52
63,42,29,60,84,6,51,3
28,34,75,2,44,92,32,46
97,46,99,79,99,53,73,1
9,41,58,27,73,66,84,77
58,88,82,74,56,94,59,87
23,91,94,48,64,38,45,73
35,43,29,61,68,87,82,55
59,73,23,91,35,88,17,36
2,59,74,26,11,42,37,59
90,6,62,78,97,91,32,22
16,26,3,58,61,52,66,78
25,94,82,79,13,4,93,56
16,83,7,59,74,24,90,45
60,8,14,81,34,29,53,5
73,99,36,46,74,42,42,86
50,6,77,26,98,4,28,11
47,6,23,95,73,87,12,33
49,42,9,75,29,67,47,86
38,20,4,10,13,28,80,17
6,57,81,99,95,67,5,15
19,4,21,86,67,64,28,39
93,90,96,43,66,8,9,27
28,1,95,75,88,35,24,48
13,10,13,22,36,85,51,7
71,42,39,9,67,93,53,24
33,80,91,12,58,41,55,28
46,71,87,70,7,31,62,55
27,92,25,73,27,88,34,81
71,24,26,78,67,64,93,62
12,28,6,27,81,74,29,7
9,83,78,67,84,95,29,36
86,57,17,10,16,24,91,51
56,87,40,58,21,8,62,35
